user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100003601,2018-01-27,House Ads,control,False,English,English,0-18 years,,,,False
a100003602,2018-01-13,House Ads,control,False,English,English,19-24 years,,,,False
a100003602,2018-01-27,House Ads,control,False,English,English,19-24 years,,,,False
a100003603,2018-01-13,Push,control,False,English,English,24-30 years,,,,False
a100003603,2018-01-28,House Ads,control,False,English,English,24-30 years,,,,False
a100003604,2018-01-13,House Ads,control,False,English,Arabic,30-36 years,,,,False
a100003604,2018-01-28,House Ads,control,False,English,Arabic,30-36 years,,,,False
a100003605,2018-01-13,House Ads,control,False,English,Spanish,36-45 years,,,,False
a100003605,2018-01-28,House Ads,control,False,English,Spanish,36-45 years,,,,False
a100003606,2018-01-13,House Ads,control,False,English,Arabic,45-55 years,,,,False
a100003606,2018-01-28,House Ads,control,False,English,Arabic,45-55 years,,,,False
a100003607,2018-01-13,Push,control,False,English,Spanish,55+ years,,,,False
a100003607,2018-01-28,House Ads,control,False,English,Spanish,55+ years,,,,False
a100003608,2018-01-14,Facebook,control,False,English,English,55+ years,,,,False
a100003608,2018-01-28,House Ads,control,False,English,English,55+ years,,,,False
a100003609,2018-01-14,Instagram,control,False,English,English,55+ years,,,,False
a100003609,2018-01-28,House Ads,control,False,English,English,55+ years,,,,False
a100003610,2018-01-14,Instagram,control,False,English,English,0-18 years,,,,False
a100003610,2018-01-29,House Ads,control,False,English,English,0-18 years,,,,False
a100003611,2018-01-14,Facebook,control,False,English,English,19-24 years,,,,False
a100003611,2018-01-29,House Ads,control,False,English,English,19-24 years,,,,False
a100003612,2018-01-14,House Ads,control,False,English,Arabic,24-30 years,,,,False
a100003612,2018-01-29,House Ads,control,False,English,Arabic,24-30 years,,,,False
a100003613,2018-01-14,House Ads,control,False,English,Spanish,30-36 years,,,,False
a100003613,2018-01-29,House Ads,control,False,English,Spanish,30-36 years,,,,False
a100003614,2018-01-14,House Ads,control,False,English,Arabic,36-45 years,,,,False
a100003614,2018-01-29,House Ads,control,False,English,Arabic,36-45 years,,,,False
a100003615,2018-01-15,House Ads,control,False,English,Spanish,45-55 years,,,,False
a100003615,2018-01-29,House Ads,control,False,English,Spanish,45-55 years,,,,False
a100003616,2018-01-15,Push,control,False,English,English,55+ years,,,,False
a100003616,2018-01-29,House Ads,control,False,English,English,55+ years,,,,False
a100003617,2018-01-15,House Ads,control,False,English,English,55+ years,,,,False
a100003617,2018-01-30,House Ads,control,False,English,English,55+ years,,,,False
a100003618,2018-01-15,House Ads,control,False,English,English,55+ years,,,,False
a100003618,2018-01-30,House Ads,control,False,English,English,55+ years,,,,False
a100003619,2018-01-15,House Ads,control,False,English,English,0-18 years,,,,False
a100003619,2018-01-30,House Ads,control,False,English,English,0-18 years,,,,False
a100003620,2018-01-15,Push,control,False,English,English,19-24 years,,,,False
a100003620,2018-01-30,House Ads,control,False,English,English,19-24 years,,,,False
a100003621,2018-01-15,Facebook,control,False,English,English,24-30 years,,,,False
a100003621,2018-01-30,House Ads,control,False,English,English,24-30 years,,,,False
a100003622,2018-01-16,Instagram,control,False,English,English,30-36 years,,,,False
a100003622,2018-01-30,House Ads,control,False,English,English,30-36 years,,,,False
a100003623,2018-01-16,Instagram,control,False,English,English,36-45 years,,,,False
a100003623,2018-01-30,House Ads,control,False,English,English,36-45 years,,,,False
a100003624,2018-01-16,Facebook,control,False,English,English,45-55 years,,,,False
a100003624,2018-01-31,House Ads,control,False,English,English,45-55 years,,,,False
a100003625,2018-01-16,House Ads,control,False,English,Arabic,55+ years,,,,False
a100003625,2018-01-31,House Ads,control,False,English,Arabic,55+ years,,,,False
a100003626,2018-01-16,House Ads,control,False,English,Spanish,55+ years,,,,False
a100003626,2018-01-31,House Ads,control,False,English,Spanish,55+ years,,,,False
a100003627,2018-01-16,House Ads,control,False,English,Arabic,55+ years,,,,False
a100003627,2018-01-31,House Ads,control,False,English,Arabic,55+ years,,,,False
a100003628,2018-01-16,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100003628,2018-01-31,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100003629,2018-01-17,Push,control,False,English,English,19-24 years,,,,False
a100003629,2018-01-31,House Ads,control,False,English,English,19-24 years,,,,False
a100003630,2018-01-17,House Ads,control,False,English,English,24-30 years,,,,False
a100003630,2018-01-31,House Ads,control,False,English,English,24-30 years,,,,False
a100003631,2018-01-17,House Ads,control,False,English,English,30-36 years,,,,False
a100003631,2018-01-01,House Ads,control,False,English,English,30-36 years,,,,False
a100003632,2018-01-17,House Ads,control,False,English,English,36-45 years,,,,False
a100003632,2018-01-01,House Ads,control,False,English,English,36-45 years,,,,False
a100003633,2018-01-17,Push,control,False,English,English,45-55 years,,,,False
a100003633,2018-01-01,House Ads,control,False,English,English,45-55 years,,,,False
a100003634,2018-01-17,Facebook,control,False,English,English,55+ years,,,,False
a100003634,2018-01-01,House Ads,control,False,English,English,55+ years,,,,False
a100003635,2018-01-17,Instagram,control,False,English,English,55+ years,,,,False
a100003635,2018-01-01,House Ads,control,False,English,English,55+ years,,,,False
a100003636,2018-01-18,Instagram,control,False,English,English,55+ years,,,,False
a100003636,2018-01-01,House Ads,control,False,English,English,55+ years,,,,False
a100003637,2018-01-18,Facebook,control,False,English,English,0-18 years,,,,False
a100003637,2018-01-01,House Ads,control,False,English,English,0-18 years,,,,False
a100003638,2018-01-18,House Ads,control,False,English,Arabic,19-24 years,,,,False
a100003638,2018-01-02,House Ads,control,False,Arabic,Arabic,19-24 years,,,,False
a100003639,2018-01-18,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100003639,2018-01-02,House Ads,control,False,Spanish,Spanish,0-18 years,,,,False
a100003640,2018-01-18,House Ads,control,False,English,Arabic,19-24 years,,,,False
a100003640,2018-01-02,House Ads,control,False,Arabic,Arabic,19-24 years,,,,False
a100003641,2018-01-18,House Ads,control,False,English,Spanish,24-30 years,,,,False
a100003641,2018-01-02,House Ads,control,False,English,Spanish,24-30 years,,,,False
a100003642,2018-01-18,Push,control,False,English,English,30-36 years,,,,False
a100003642,2018-01-02,House Ads,control,False,English,English,30-36 years,,,,False
a100003643,2018-01-19,House Ads,control,False,English,English,36-45 years,,,,False
a100003643,2018-01-02,House Ads,control,False,English,English,36-45 years,,,,False
a100003644,2018-01-19,House Ads,control,False,English,English,45-55 years,,,,False
a100003644,2018-01-02,House Ads,control,False,English,English,45-55 years,,,,False
a100003645,2018-01-19,House Ads,control,False,English,English,55+ years,,,,False
a100003645,2018-01-03,House Ads,control,False,English,English,55+ years,,,,False
a100003646,2018-01-19,Push,control,False,English,English,55+ years,,,,False
a100003646,2018-01-03,House Ads,control,False,English,English,55+ years,,,,False
a100003647,2018-01-19,Facebook,control,False,English,English,55+ years,,,,False
a100003647,2018-01-03,House Ads,control,False,English,English,55+ years,,,,False
a100003648,2018-01-19,Instagram,control,False,English,English,0-18 years,,,,False
a100003648,2018-01-03,House Ads,control,False,English,English,0-18 years,,,,False
a100003649,2018-01-19,Instagram,control,False,English,English,19-24 years,,,,False
a100003649,2018-01-03,House Ads,control,False,English,English,19-24 years,,,,False
a100003650,2018-01-20,Facebook,control,False,English,English,24-30 years,,,,False
a100003650,2018-01-03,House Ads,control,False,English,English,24-30 years,,,,False
a100003651,2018-01-20,House Ads,control,False,English,Arabic,30-36 years,,,,False
a100003651,2018-01-03,House Ads,control,False,Arabic,Arabic,30-36 years,,,,False
a100003652,2018-01-20,House Ads,control,False,English,Spanish,36-45 years,,,,False
a100003652,2018-01-04,House Ads,control,False,Spanish,Spanish,36-45 years,,,,False
a100003653,2018-01-20,House Ads,control,False,English,Arabic,45-55 years,,,,False
a100003653,2018-01-04,House Ads,control,False,Arabic,Arabic,45-55 years,,,,False
a100003654,2018-01-20,House Ads,control,False,English,Spanish,55+ years,,,,False
a100003654,2018-01-04,House Ads,control,False,Spanish,Spanish,55+ years,,,,False
a100003655,2018-01-20,Push,control,False,English,English,55+ years,,,,False
a100003655,2018-01-04,House Ads,control,False,English,English,55+ years,,,,False
a100003656,2018-01-20,House Ads,control,False,English,English,55+ years,,,,False
a100003656,2018-01-04,House Ads,control,False,English,English,55+ years,,,,False
a100003657,2018-01-21,House Ads,control,False,English,English,0-18 years,,,,False
a100003657,2018-01-04,House Ads,control,False,English,English,0-18 years,,,,False
a100003658,2018-01-21,House Ads,control,False,English,English,19-24 years,,,,False
a100003658,2018-01-04,House Ads,control,False,English,English,19-24 years,,,,False
a100003659,2018-01-21,Push,control,False,English,English,24-30 years,,,,False
a100003659,2018-01-05,House Ads,control,False,English,English,24-30 years,,,,False
a100003660,2018-01-21,Facebook,control,False,English,English,30-36 years,,,,False
a100003660,2018-01-05,House Ads,control,False,English,English,30-36 years,,,,False
a100003661,2018-01-21,Instagram,control,False,English,English,36-45 years,,,,False
a100003661,2018-01-05,House Ads,control,False,English,English,36-45 years,,,,False
a100003662,2018-01-21,Instagram,control,False,English,English,45-55 years,,,,False
a100003662,2018-01-05,House Ads,control,False,English,English,45-55 years,,,,False
a100003663,2018-01-21,Facebook,control,False,English,English,55+ years,,,,False
a100003663,2018-01-05,House Ads,control,False,English,English,55+ years,,,,False
a100003664,2018-01-22,House Ads,control,False,English,Spanish,55+ years,,,,False
a100003664,2018-01-05,House Ads,control,False,Spanish,Spanish,55+ years,,,,False
a100003665,2018-01-22,House Ads,control,False,English,English,55+ years,,,,False
a100003665,2018-01-05,House Ads,control,False,English,English,55+ years,,,,False
a100003666,2018-01-22,House Ads,control,False,English,English,0-18 years,,,,False
a100003666,2018-01-06,House Ads,control,False,English,English,0-18 years,,,,False
a100003667,2018-01-22,House Ads,control,False,English,English,19-24 years,,,,False
a100003667,2018-01-06,House Ads,control,False,English,English,19-24 years,,,,False
a100003668,2018-01-22,Push,control,False,English,English,24-30 years,,,,False
a100003668,2018-01-06,House Ads,control,False,English,English,24-30 years,,,,False
a100003669,2018-01-22,House Ads,control,False,English,English,30-36 years,,,,False
a100003669,2018-01-06,House Ads,control,False,English,English,30-36 years,,,,False
a100003670,2018-01-22,House Ads,control,False,English,English,36-45 years,,,,False
a100003670,2018-01-06,House Ads,control,False,English,English,36-45 years,,,,False
a100003671,2018-01-23,House Ads,control,False,English,English,45-55 years,,,,False
a100003671,2018-01-06,House Ads,control,False,English,English,45-55 years,,,,False
a100003672,2018-01-23,Push,control,False,English,English,55+ years,,,,False
a100003672,2018-01-06,House Ads,control,False,English,English,55+ years,,,,False
a100003673,2018-01-23,Facebook,control,False,English,English,55+ years,,,,False
a100003673,2018-01-07,House Ads,control,False,English,English,55+ years,,,,False
a100003674,2018-01-23,Instagram,control,False,English,English,55+ years,,,,False
a100003674,2018-01-07,House Ads,control,False,English,English,55+ years,,,,False
a100003675,2018-01-23,Instagram,control,False,English,English,0-18 years,,,,False
a100003675,2018-01-07,House Ads,control,False,English,English,0-18 years,,,,False
a100003676,2018-01-23,Facebook,control,False,English,English,19-24 years,,,,False
a100003676,2018-01-07,House Ads,control,False,English,English,19-24 years,,,,False
a100003677,2018-01-23,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100003677,2018-01-07,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100003678,2018-01-24,House Ads,control,False,English,English,19-24 years,,,,False
a100003678,2018-01-07,House Ads,control,False,English,English,19-24 years,,,,False
a100003679,2018-01-24,House Ads,control,False,English,Spanish,24-30 years,,,,False
a100003679,2018-01-08,House Ads,control,False,Spanish,Spanish,24-30 years,,,,False
a100003680,2018-01-24,House Ads,control,False,English,English,30-36 years,,,,False
a100003680,2018-01-08,House Ads,control,False,English,English,30-36 years,,,,False
a100003681,2018-01-24,Push,control,False,English,English,36-45 years,,,,False
a100003681,2018-01-08,House Ads,control,False,English,English,36-45 years,,,,False
a100003682,2018-01-24,House Ads,control,False,English,English,45-55 years,,,,False
a100003682,2018-01-08,House Ads,control,False,English,English,45-55 years,,,,False
a100003683,2018-01-24,House Ads,control,False,English,English,55+ years,,,,False
a100003683,2018-01-08,House Ads,control,False,English,English,55+ years,,,,False
a100003684,2018-01-24,House Ads,control,False,English,English,55+ years,,,,False
a100003684,2018-01-08,House Ads,control,False,English,English,55+ years,,,,False
a100003685,2018-01-24,Push,control,False,English,English,55+ years,,,,False
a100003685,2018-01-08,House Ads,control,False,English,English,55+ years,,,,False
a100003686,2018-01-25,Facebook,control,False,English,English,0-18 years,,,,False
a100003686,2018-01-09,House Ads,control,False,English,English,0-18 years,,,,False
a100003687,2018-01-25,Instagram,control,False,English,English,19-24 years,,,,False
a100003687,2018-01-09,House Ads,control,False,English,English,19-24 years,,,,False
a100003688,2018-01-25,Instagram,control,False,English,English,24-30 years,,,,False
a100003688,2018-01-09,House Ads,control,False,English,English,24-30 years,,,,False
a100003689,2018-01-25,Facebook,control,False,English,English,30-36 years,,,,False
a100003689,2018-01-09,House Ads,control,False,English,English,30-36 years,,,,False
a100003690,2018-01-25,House Ads,control,False,English,Spanish,36-45 years,,,,False
a100003690,2018-01-09,House Ads,control,False,Spanish,Spanish,36-45 years,,,,False
a100003691,2018-01-25,House Ads,control,False,English,English,45-55 years,,,,False
a100003691,2018-01-09,House Ads,control,False,English,English,45-55 years,,,,False
a100003692,2018-01-25,House Ads,control,False,English,English,55+ years,,,,False
a100003692,2018-01-09,House Ads,control,False,English,English,55+ years,,,,False
a100003693,2018-01-26,House Ads,control,False,English,English,55+ years,,,,False
a100003693,2018-01-10,House Ads,control,False,English,English,55+ years,,,,False
a100003694,2018-01-26,Push,control,False,English,English,55+ years,,,,False
a100003694,2018-01-10,House Ads,control,False,English,English,55+ years,,,,False
a100003695,2018-01-26,House Ads,control,False,English,English,0-18 years,,,,False
a100003695,2018-01-10,House Ads,control,False,English,English,0-18 years,,,,False
a100003696,2018-01-26,House Ads,control,False,English,Spanish,19-24 years,,,,False
a100003696,2018-01-10,House Ads,control,False,Spanish,Spanish,19-24 years,,,,False
a100003697,2018-01-26,House Ads,control,False,English,English,24-30 years,,,,False
a100003697,2018-01-10,House Ads,control,False,English,English,24-30 years,,,,False
a100003698,2018-01-26,Push,control,False,English,English,30-36 years,,,,False
a100003698,2018-01-10,House Ads,control,False,English,English,30-36 years,,,,False
a100003699,2018-01-26,Facebook,control,False,English,English,36-45 years,,,,False
a100003699,2018-01-10,House Ads,control,False,English,English,36-45 years,,,,False
a100003700,2018-01-27,Instagram,control,False,English,English,45-55 years,,,,False
a100003700,2018-01-11,House Ads,control,False,English,English,45-55 years,,,,False
a100003701,2018-01-27,Instagram,control,False,English,English,55+ years,,,,False
a100003701,2018-01-11,House Ads,control,False,English,English,55+ years,,,,False
a100003702,2018-01-27,Facebook,control,False,English,English,55+ years,,,,False
a100003702,2018-01-11,House Ads,control,False,English,English,55+ years,,,,False
a100003703,2018-01-27,House Ads,control,False,English,English,55+ years,,,,False
a100003703,2018-01-11,House Ads,control,False,English,English,55+ years,,,,False
a100003704,2018-01-27,House Ads,control,False,English,English,0-18 years,,,,False
a100003704,2018-01-11,House Ads,control,False,English,English,0-18 years,,,,False
a100003705,2018-01-27,House Ads,control,False,English,Spanish,19-24 years,,,,False
a100003705,2018-01-11,House Ads,control,False,English,Spanish,19-24 years,,,,False
a100003706,2018-01-27,House Ads,control,False,English,English,24-30 years,,,,False
a100003706,2018-01-11,House Ads,control,False,English,English,24-30 years,,,,False
a100003707,2018-01-28,Push,control,False,English,English,30-36 years,,,,False
a100003707,2018-01-12,House Ads,control,False,English,English,30-36 years,,,,False
a100003708,2018-01-28,House Ads,control,False,English,English,36-45 years,,,,False
a100003708,2018-01-12,House Ads,control,False,English,English,36-45 years,,,,False
a100003709,2018-01-28,House Ads,control,False,English,English,45-55 years,,,,False
a100003710,2018-01-28,House Ads,control,False,English,English,55+ years,,,,False
a100003711,2018-01-28,Push,control,False,English,English,55+ years,,,,False
a100003712,2018-01-28,Facebook,control,False,English,English,55+ years,,,,False
a100003713,2018-01-28,Instagram,control,False,English,English,0-18 years,,,,False
a100003714,2018-01-29,Instagram,control,False,English,English,19-24 years,,,,False
a100003715,2018-01-29,Facebook,control,False,English,English,0-18 years,,,,False
a100003716,2018-01-29,House Ads,control,False,English,English,19-24 years,,,,False
a100003717,2018-01-29,House Ads,control,False,English,English,24-30 years,,,,False
a100003718,2018-01-29,House Ads,control,False,English,English,30-36 years,,,,False
a100003719,2018-01-29,House Ads,control,False,English,English,36-45 years,,,,False
a100003720,2018-01-29,Push,control,False,English,English,45-55 years,,,,False
a100003721,2018-01-30,House Ads,control,False,English,English,55+ years,,,,False
a100003722,2018-01-30,House Ads,control,False,English,English,55+ years,,,,False
a100003723,2018-01-30,House Ads,control,False,English,English,55+ years,,,,False
a100003724,2018-01-30,Push,control,False,English,English,0-18 years,,,,False
a100003725,2018-01-30,Facebook,control,False,English,English,19-24 years,,,,False
a100003726,2018-01-30,Instagram,control,False,English,English,24-30 years,,,,False
a100003727,2018-01-30,Instagram,control,False,English,English,30-36 years,,,,False
a100003728,2018-01-31,Facebook,control,False,English,English,36-45 years,,,,False
a100003729,2018-01-31,House Ads,control,False,English,English,45-55 years,,,,False
a100003730,2018-01-31,House Ads,control,False,English,English,55+ years,,,,False
a100003731,2018-01-31,House Ads,control,False,English,English,55+ years,,,,False
a100003732,2018-01-31,House Ads,control,False,English,English,55+ years,,,,False
a100003733,2018-01-31,Push,control,False,English,English,0-18 years,,,,False
a100003734,2018-01-31,House Ads,control,False,English,English,19-24 years,,,,False
a100003735,2018-01-01,House Ads,control,False,English,English,24-30 years,,,,False
a100003736,2018-01-01,House Ads,control,False,English,English,30-36 years,,,,False
a100003737,2018-01-01,Push,control,False,English,English,36-45 years,,,,False
a100003738,2018-01-01,Facebook,control,False,English,English,45-55 years,,,,False
a100003739,2018-01-01,Instagram,control,False,English,English,55+ years,,,,False
a100003740,2018-01-01,Instagram,control,False,English,English,55+ years,,,,False
a100003741,2018-01-01,Facebook,control,False,English,English,55+ years,,,,False
a100003742,2018-01-02,House Ads,control,False,English,English,0-18 years,,,,False
a100003743,2018-01-02,House Ads,control,False,English,English,19-24 years,,,,False
a100003744,2018-01-02,House Ads,control,False,English,English,24-30 years,,,,False
a100003745,2018-01-02,House Ads,control,False,English,English,30-36 years,,,,False
a100003746,2018-01-02,Push,control,False,English,English,36-45 years,,,,False
a100003747,2018-01-02,House Ads,control,False,English,English,45-55 years,,,,False
a100003748,2018-01-02,House Ads,control,False,English,English,55+ years,,,,False
a100003749,2018-01-03,House Ads,control,False,English,English,55+ years,,,,False
a100003750,2018-01-03,Push,control,False,English,English,55+ years,,,,False
a100003751,2018-01-03,Facebook,control,False,English,English,0-18 years,,,,False
a100003752,2018-01-03,Instagram,control,False,English,English,19-24 years,,,,False
a100003753,2018-01-03,Instagram,control,False,English,English,0-18 years,,,,False
a100003754,2018-01-03,Facebook,control,False,English,English,19-24 years,,,,False
a100003755,2018-01-03,House Ads,control,False,English,English,24-30 years,,,,False
a100003756,2018-01-04,House Ads,control,False,English,English,30-36 years,,,,False
a100003757,2018-01-04,House Ads,control,False,English,English,36-45 years,,,,False
a100003758,2018-01-04,House Ads,control,False,English,English,45-55 years,,,,False
a100003759,2018-01-04,Push,control,False,English,English,55+ years,,,,False
a100003760,2018-01-04,House Ads,control,False,English,English,55+ years,,,,False
a100003761,2018-01-04,House Ads,control,False,English,English,55+ years,,,,False
a100003762,2018-01-04,House Ads,control,False,English,English,0-18 years,,,,False
a100003763,2018-01-05,Push,control,False,English,English,19-24 years,,,,False
a100003764,2018-01-05,Facebook,control,False,English,English,24-30 years,,,,False
a100003765,2018-01-05,Instagram,control,False,English,English,30-36 years,,,,False
a100003766,2018-01-05,Instagram,control,False,English,English,36-45 years,,,,False
a100005848,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
a100005848,2018-01-27,House Ads,personalization,False,English,English,19-24 years,,,,False
a100005849,2018-01-15,Email,control,False,English,English,19-24 years,,,,False
a100005849,2018-01-27,House Ads,personalization,False,English,English,24-30 years,,,,False
a100005850,2018-01-15,Email,control,False,English,English,24-30 years,,,,False
a100005850,2018-01-27,Push,personalization,False,English,English,30-36 years,,,,False
a100005851,2018-01-15,Email,control,False,English,English,30-36 years,,,,False
a100005851,2018-01-27,Facebook,personalization,False,English,English,36-45 years,,,,False
a100005852,2018-01-15,Email,control,False,English,English,36-45 years,,,,False
a100005852,2018-01-28,Instagram,personalization,False,English,English,45-55 years,,,,False
a100005853,2018-01-15,Email,control,False,English,English,45-55 years,,,,False
a100005853,2018-01-28,Instagram,personalization,False,English,English,55+ years,,,,False
a100005854,2018-01-15,Email,control,False,English,English,55+ years,,,,False
a100005854,2018-01-28,Facebook,personalization,False,English,English,0-18 years,,,,False
a100005855,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
a100005855,2018-01-28,House Ads,personalization,False,English,English,19-24 years,,,,False
a100005856,2018-01-15,Email,control,False,English,English,19-24 years,,,,False
a100005856,2018-01-28,House Ads,personalization,False,English,English,24-30 years,,,,False
a100005857,2018-01-15,Email,control,False,English,English,24-30 years,,,,False
a100005857,2018-01-28,House Ads,personalization,False,English,English,30-36 years,,,,False
a100005858,2018-01-15,Email,control,False,English,English,30-36 years,,,,False
a100005858,2018-01-28,Push,personalization,False,English,English,36-45 years,,,,False
a100005859,2018-01-15,Email,control,False,English,English,36-45 years,,,,False
a100005859,2018-01-29,Facebook,personalization,False,English,English,45-55 years,,,,False
a100005860,2018-01-15,Email,control,False,English,English,45-55 years,,,,False
a100005860,2018-01-29,Instagram,personalization,False,English,English,55+ years,,,,False
a100005861,2018-01-15,Email,control,False,English,English,55+ years,,,,False
a100005861,2018-01-29,Instagram,personalization,False,English,English,0-18 years,,,,False
a100005862,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
a100005862,2018-01-29,Facebook,personalization,False,English,English,19-24 years,,,,False
a100005863,2018-01-15,Email,control,False,English,English,19-24 years,,,,False
a100005863,2018-01-29,House Ads,personalization,False,English,English,24-30 years,,,,False
a100005864,2018-01-15,Email,control,False,English,English,24-30 years,,,,False
a100005864,2018-01-29,House Ads,personalization,False,English,English,30-36 years,,,,False
a100005865,2018-01-15,Email,control,False,English,English,30-36 years,,,,False
a100005865,2018-01-29,House Ads,personalization,False,English,English,36-45 years,,,,False
a100005866,2018-01-15,Email,control,False,English,English,36-45 years,,,,False
a100005866,2018-01-30,Push,personalization,False,English,English,45-55 years,,,,False
a100005867,2018-01-15,Email,control,False,English,English,45-55 years,,,,False
a100005867,2018-01-30,Facebook,personalization,False,English,English,55+ years,,,,False
a100005868,2018-01-15,Email,control,False,English,English,55+ years,,,,False
a100005868,2018-01-30,Instagram,personalization,False,English,English,0-18 years,,,,False
a100005869,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
a100005869,2018-01-30,Instagram,personalization,False,English,English,19-24 years,,,,False
a100005870,2018-01-15,Email,control,False,English,English,19-24 years,,,,False
a100005870,2018-01-30,Facebook,personalization,False,English,English,24-30 years,,,,False
a100005871,2018-01-15,Email,control,False,English,English,24-30 years,,,,False
a100005871,2018-01-30,House Ads,personalization,False,English,English,30-36 years,,,,False
a100005872,2018-01-15,Email,control,False,English,English,30-36 years,,,,False
a100005872,2018-01-30,House Ads,personalization,False,English,English,36-45 years,,,,False
a100005873,2018-01-15,Email,control,False,English,English,36-45 years,,,,False
a100005873,2018-01-31,House Ads,personalization,False,English,English,45-55 years,,,,False
a100005874,2018-01-15,Email,control,False,English,English,45-55 years,,,,False
a100005874,2018-01-31,Push,personalization,False,English,English,55+ years,,,,False
a100005875,2018-01-15,Email,control,False,English,English,55+ years,,,,False
a100005875,2018-01-31,Facebook,personalization,False,English,English,0-18 years,,,,False
a100005876,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
a100005876,2018-01-31,Instagram,personalization,False,English,English,19-24 years,,,,False
a100005877,2018-01-15,Email,control,False,English,English,19-24 years,,,,False
a100005877,2018-01-31,Instagram,personalization,False,English,English,24-30 years,,,,False
a100005878,2018-01-15,Email,control,False,English,English,24-30 years,,,,False
a100005878,2018-01-31,Facebook,personalization,False,English,English,30-36 years,,,,False
a100005879,2018-01-15,Email,control,False,English,English,30-36 years,,,,False
a100005879,2018-01-31,House Ads,personalization,False,English,English,36-45 years,,,,False
a100005880,2018-01-15,Email,control,False,English,English,36-45 years,,,,False
a100005880,2018-01-01,House Ads,personalization,False,English,English,45-55 years,,,,False
a100005881,2018-01-15,Email,control,False,English,English,45-55 years,,,,False
a100005881,2018-01-01,House Ads,personalization,False,English,English,55+ years,,,,False
a100005882,2018-01-15,Email,control,False,English,English,55+ years,,,,False
a100005882,2018-01-01,Push,personalization,False,English,English,0-18 years,,,,False
a100005883,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
a100005883,2018-01-01,Facebook,personalization,False,English,English,19-24 years,,,,False
a100005884,2018-01-15,Email,control,False,English,English,19-24 years,,,,False
a100005884,2018-01-01,Instagram,personalization,False,English,English,24-30 years,,,,False
a100005885,2018-01-15,Email,control,False,English,English,24-30 years,,,,False
a100005885,2018-01-01,Instagram,personalization,False,English,English,30-36 years,,,,False
a100005886,2018-01-15,Email,control,False,English,English,30-36 years,,,,False
a100005886,2018-01-01,Facebook,personalization,False,English,English,36-45 years,,,,False
a100005887,2018-01-15,Email,control,False,English,English,36-45 years,,,,False
a100005887,2018-01-02,House Ads,personalization,False,English,English,45-55 years,,,,False
a100005888,2018-01-15,Email,control,False,English,English,45-55 years,,,,False
a100005888,2018-01-02,House Ads,personalization,False,English,English,55+ years,,,,False
a100005889,2018-01-15,Email,control,False,English,English,55+ years,,,,False
a100005889,2018-01-02,House Ads,personalization,False,English,English,0-18 years,,,,False
a100005890,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
a100005890,2018-01-02,Push,personalization,False,English,English,19-24 years,,,,False
a100005891,2018-01-15,Email,control,False,English,English,19-24 years,,,,False
a100005891,2018-01-02,Facebook,personalization,False,English,English,24-30 years,,,,False
a100005892,2018-01-15,Email,control,False,English,English,24-30 years,,,,False
a100005892,2018-01-02,Instagram,personalization,False,English,English,30-36 years,,,,False
a100005893,2018-01-15,Email,control,False,English,English,30-36 years,,,,False
a100005893,2018-01-02,Instagram,personalization,False,English,English,36-45 years,,,,False
a100005894,2018-01-15,Email,control,False,English,English,36-45 years,,,,False
a100005894,2018-01-03,Facebook,personalization,False,English,English,45-55 years,,,,False
a100005895,2018-01-15,Email,control,False,English,English,45-55 years,,,,False
a100005895,2018-01-03,House Ads,personalization,False,English,English,55+ years,,,,False
a100005896,2018-01-15,Email,control,False,English,English,55+ years,,,,False
a100005896,2018-01-03,House Ads,personalization,False,English,English,0-18 years,,,,False
a100005897,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
a100005897,2018-01-03,House Ads,personalization,False,English,English,19-24 years,,,,False
a100005898,2018-01-15,Email,control,False,English,English,19-24 years,,,,False
a100005898,2018-01-03,Push,personalization,False,English,English,24-30 years,,,,False
a100005899,2018-01-15,Email,control,False,English,English,24-30 years,,,,False
a100005899,2018-01-03,Facebook,personalization,False,English,English,30-36 years,,,,False
a100005900,2018-01-15,Email,control,False,English,English,30-36 years,,,,False
a100005900,2018-01-03,Instagram,personalization,False,English,English,36-45 years,,,,False
a100005901,2018-01-15,Email,control,False,English,English,36-45 years,,,,False
a100005901,2018-01-04,Instagram,personalization,False,English,English,45-55 years,,,,False
a100005902,2018-01-15,Email,control,False,English,English,45-55 years,,,,False
a100005902,2018-01-04,Facebook,personalization,False,English,English,55+ years,,,,False
a100005903,2018-01-15,Email,control,False,English,English,55+ years,,,,False
a100005903,2018-01-04,House Ads,personalization,False,English,English,0-18 years,,,,False
a100005904,2018-01-15,Email,control,False,English,English,0-18 years,,,,False
